12100
3675	一串	2
7560	一九九七	1
9007	一九九三年	1
10551	一九八九年	1
1628	一二	1
8430	一二九	1
8879	一二零	1
116	一些	29
1587	一人之下	5
6893	一代宗师	1
10025	一件	1
6772	一份	3
54	一会	62
1726	一会儿	18
10462	一会儿回	1
9209	一位	1
7715	一公	1
1575	一兰主播	1
10622	一共	2
9831	一关	1
5388	一凝主播	1
10967	一刀	1
8916	一分	1
4665	一切	2
8348	一刻	3
11132	一千六百五十	1
10152	一千块	1
6425	一千零一夜	3
6172	一半	1
2572	一双	1
2111	一发	1
4018	一台	1
3142	一号	9
10710	一名	1
10778	一吻	1
462	一周	43
5283	一周年	1
6616	一品	1
10949	一哥	1
6632	一回	1
3364	一场	8
9403	一块	1
3659	一壶	1
6301	一夜	1
10852	一大	1
3493	一天	5
168	一定	16
5021	一家人	1
10274	一带	1
1801	一帮	1
8951	一年	4
4146	一度	4
8795	一座	1
367	一张	26
2398	一扶	1
10973	一支	1
5456	一整天	5
4487	一无所有	2
2738	一日	8
8952	一旦	1
8731	一星	2
633	一曲	5
2216	一月	3
11078	一朝	1
2097	一期	9
4756	一本	1
3572	一朵	7
8500	一朵花	1
886	一条	19
9745	一条龙	1
706	一查	11
3149	一样	8
3545	一档	8
882	一槌定音	1
2780	一次	15
8150	一款	1
1172	一步	3
4236	一段	4
8790	一段时间	1
9242	一波三折	1
760	一点	80
902	一点儿	8
7111	一版	1
1001	一班	13
9534	一瓶	1
1340	一生	3
7270	一生何求	1
11133	一百六十五	1
10358	一百零二	1
2020	一直	13
998	一眼	7
1516	一禅	1
6694	一种	1
9704	一程	1
833	一站	10
4267	一等	3
9410	一米	1
9216	一线	2
9789	一脸	1
4340	一致同意	1
7521	一般	4
9097	一袋	1
8787	一见	1
9375	一视同仁	1
221	一起	31
636	一趟	8
7431	一路	2
3303	一路上	1
6593	一轮	1
8688	一辈子	1
9956	一边	1
1016	一遍	15
527	一部	53
8090	一部分	2
9797	一里	1
3113	一锡话	2
8959	一阵	1
1648	一集	12
516	一零	93
8764	一零月	1
7242	一顿	1
13	一首	405
2945	一首歌	6
6392	丁伟杰	1
7609	丁喆	1
9522	丁子	1
9139	丁梓光	1
4718	丁适	1
731	七	23
8635	七仙女	1
11013	七十二家	1
6864	七十五	1
4222	七十年代	6
8229	七叔	1
4947	七号	2
1787	七夕	2
3462	七夕节	9
7288	七天	2
10208	七宗罪	1
10996	七律	1
2739	七月	17
10395	七月份	1
1950	七根	1
99	七点	54
1336	七里香	2
4261	万乡	1
6954	万圣	1
6066	万圣节	4
6135	万宁	2
5729	万家	2
9208	万家灯火	1
2633	万岁	1
6664	万州	1
11118	万意路	1
5108	万物	2
4009	万界	2
4046	万能	1
7595	万花筒	1
7181	万象	1
805	万达	2
4479	万里	1
9318	万鸣	1
2369	丈夫	2
517	三	34
10228	三七	1
9255	三万二千	1
8703	三三零	1
4351	三世	16
5760	三个	5
1492	三亚	21
10985	三位	1
10175	三八	1
9838	三农	2
2692	三分钟	3
11134	三加	1
1290	三十	4
9177	三十二	1
3704	三十六计	2
4278	三十分钟	2
5377	三十年	1
6316	三十度	1
9233	三十而立	1
11135	三千	1
9552	三叔	1
9191	三只	1
3222	三台	1
6305	三号	1
10229	三四	1
4739	三国	3
5712	三国演义	2
8407	三大	1
1143	三天	11
7072	三好	1
6958	三家	1
9640	三少	3
2403	三峡	2
4428	三年	3
1734	三度	2
241	三张	11
2399	三支	1
6234	三文鱼	1
3814	三旬	4
1786	三月	8
1378	三月初	3
9878	三月底	1
7564	三朵	2
6436	三档	3
2793	三毛	1
9134	三水	1
518	三点	64
4352	三生	16
5531	三生石	1
4367	三种	1
9802	三菱	1
8543	三角洲	1
6800	三集	1
7704	三鲜	1
38	上	105
3271	上下	6
4229	上个世纪	2
2375	上个月	5
5558	上元节	2
10765	上分	1
2233	上升	4
155	上午	196
2554	上周	7
7933	上周三	1
3591	上周五	5
7195	上周四	1
4786	上周日	2
6549	上天	2
4213	上学	4
10587	上帝	1
6949	上床睡觉	2
6925	上放	1
8161	上星	1
1829	上映	25
1268	上次	27
452	上海	142
9832	上海滩	1
6797	上海站	1
2825	上班	14
8813	上空	1
214	上线	34
1010	上网	5
2094	上课	7
3486	上调	2
9933	上车	1
8187	上铺	1
5537	上面	1
248	下	333
6785	下下个月	2
7854	下个	3
4878	下个星期	2
754	下个月	16
3891	下元节	3
130	下午	268
6637	下午茶	1
2069	下去	25
787	下周	30
627	下周一	16
6221	下大	1
8333	下心	1
1321	下星期	2
1665	下来	2
10487	下架	1
9900	下次	2
6793	下海	1
2634	下班	4
9902	下线	1
1499	下蒸	1
1480	下路	3
6979	下载	2
7108	下辈子	1
5598	下过	2
1816	下酒	2
2540	下铺	1
3726	下降	2
477	下雨	113
613	下雨天	2
531	下雪	33
5177	下霜	1
8237	下面	1
4799	下风	1
283	不	248
7095	不为	2
1616	不仅	1
3440	不仅仅	1
9749	不介意	1
801	不会	63
2003	不停	5
9950	不停息	1
537	不冷	1
10085	不分	1
3390	不到	1
10159	不务正业	1
3116	不动产	1
7908	不可	2
9380	不合	1
8945	不同	1
8563	不听话	1
9647	不咸不淡	1
3524	不堵车	4
10153	不够	1
6747	不好	4
10409	不好意思	1
7081	不宜	1
6847	不屈	1
10784	不已	1
10340	不帮	1
8223	不弃	1
5032	不得不	1
10578	不怎么	1
11016	不怕	1
9790	不悦	1
6710	不惑	2
390	不想	4
10166	不敢	1
8349	不敢相信	1
1644	不易	6
3912	不是	17
9623	不是冤家不聚头	1
8581	不期	1
10725	不止	1
10759	不正经	1
8468	不然	1
8817	不理	1
1046	不用	22
1980	不看	1
6817	不眠夜	3
5134	不知	3
9352	不硬称	1
8224	不离	1
11043	不算	1
5268	不管	2
10824	不经意	1
9248	不肯	1
360	不能	207
6547	不能不要	1
5469	不良	3
7612	不良少年	1
1905	不行	6
260	不要	99
10460	不足	2
8833	不过	3
9285	不通	1
10323	不遇	1
302	不错	8
8127	不问	1
3533	不闹	1
9921	不雅照	1
9485	不顾	1
5244	不高	1
2853	与	58
10743	与人方便	1
8547	与你同在	1
6714	与我无关	1
4580	丑八怪	2
10005	丑小鸭	1
7056	丑生	1
8953	专业	3
5106	专家	3
14	专辑	110
10463	专门	1
10676	且	1
7733	世上	1
4114	世代	2
9486	世俗	1
94	世界	38
6339	世界卫生	1
8978	世界末日	1
606	世界杯	9
4740	世界纪录	1
1192	世纪	18
7718	世说新语	1
2726	世锦赛	4
8324	世间	2
8185	丘比特	1
8681	业务	1
8157	丛林	1
5325	东	1
10960	东东	1
1710	东京	6
6415	东到	1
3862	东北	3
4764	东北部	1
3007	东南	4
3834	东南风	3
2898	东君	1
10239	东大	1
590	东奥	1
4558	东宫	1
8488	东山	1
8975	东广	2
4782	东方	6
1957	东方明珠	1
3589	东村	1
7260	东江	1
1891	东海	1
7634	东直门	1
3551	东站	2
3270	东莞	14
876	东营	3
1312	东西	6
6321	东部	4
10412	东郭先生	1
10431	东野	1
5703	东风	2
4294	丝竹	3
1112	丝绸	1
4208	两	4
1881	两个	13
9804	两人	2
1113	两件	1
8300	两位	1
5234	两只	2
6900	两名	3
8997	两周	1
1438	两天	9
5588	两年	3
4312	两度	6
28	两把	1
7236	两棵树	3
2876	两次	1
1096	两点	24
1886	两点钟	4
5311	两眼	1
10120	两种	1
10038	两部	1
2615	两集	1
8255	严格	2
6551	严重	3
8571	丧心病狂	1
1356	个	71
6628	个人	3
8420	个会	1
4888	个儿	2
10424	个别	1
4223	个点	1
7222	个谍	1
9067	丫环	1
763	中	36
9851	中享	1
5686	中介	1
10830	中信	1
1389	中元节	10
7032	中元芳	1
2627	中关村	5
1097	中午	41
1279	中华	11
10253	中华民族	1
541	中南	1
10065	中去	1
5945	中和节	2
1060	中国	164
7430	中国台湾	2
2412	中国国际广播电台	7
1254	中国女排	3
1567	中国女足	1
1702	中国娃娃	1
2798	中国少年先锋队	1
6028	中国银行	1
7347	中国香港	1
112	中央	34
1121	中央人民广播电台	28
9809	中央办公厅	1
8036	中央台	1
1727	中央广播电台	15
2423	中央空调	11
3709	中学	5
10311	中学生	1
628	中山	7
9444	中帮	2
1837	中心	4
5178	中性	5
5591	中文	3
957	中文歌曲	6
4297	中日	2
5498	中旬	2
6909	中暑	1
9225	中有	1
10838	中期	1
6445	中正	1
5389	中活	1
4560	中流	2
8326	中王	1
4994	中秋	2
1261	中秋节	27
2042	中药	3
7101	中部	1
9042	中雨	1
7915	丰台	1
2626	丰城	1
4732	丰收	1
8823	丰碑	1
4820	串亲戚	1
10097	临汾	1
4922	临沂	3
7893	临沧	1
4415	丸	1
3139	丹东	2
6750	丹徒	1
5199	丹阳	2
9019	丹麦	1
188	为	102
8385	为主	1
2463	为了	3
8273	为什么	6
2386	为何	1
7033	为单	1
4496	为止	1
10726	为此	1
2098	为省	1
5406	主	2
7698	主人公	3
8141	主人家	1
2029	主任	1
10867	主刀	1
9624	主动	1
2321	主卧	4
7976	主厨	1
5567	主宰	1
9948	主役	3
2987	主打	2
226	主持	182
2833	主持人	10
307	主播	13
7226	主日	1
482	主演	111
8511	主要	1
8875	主角	2
4484	主题	1
1365	主题曲	17
5730	丽	1
10698	丽人	1
5468	丽水	2
844	丽江	34
5285	丽红	1
2512	举办	7
983	举行	7
3584	举起手来	1
8257	乃	1
3421	久	1
510	么	62
3146	义乌	8
1467	义务	5
1207	之	24
2179	之上	9
396	之下	4
618	之仙履	1
3875	之刃	1
176	之前	10
4091	之名	2
664	之后	39
4378	之地	1
3319	之城	2
113	之声	187
6687	之声付	1
5618	之夏	1
1155	之外	3
8393	之夜	1
3354	之子	1
8548	之帆	1
7663	之恋	2
4550	之息	1
3468	之战	2
7606	之森	1
7965	之歌	1
9106	之父	1
4249	之王	1
9032	之破	1
9107	之称	1
6621	之罪	1
7710	之脊	1
10375	之证	1
10796	之谜	1
5583	之路	2
9500	之道	1
1879	之野	2
624	之野里	1
9805	之门	1
6249	之间	5
4499	之音	1
6463	乌	1
5316	乌日图	1
2287	乌海市	1
5539	乌烟瘴气	1
3957	乌镇	3
1049	乌鲁木齐	7
3716	乌鸦	5
3154	乌龙	2
2681	乐	9
6485	乐动	1
7149	乐团	1
4197	乐园	3
7417	乐在	1
9124	乐坛	1
9523	乐基儿	1
6892	乐安居	1
5873	乐山	2
8138	乐思	1
10772	乐拍	1
5416	乐昌	1
2413	乐曲	1
7549	乐活	1
10438	乐给	1
1108	乐行者	2
3711	乐视	1
2199	乐队	2
9542	乐黎想	1
6503	乒乓	1
67	乒乓球	4
10938	乒乓球赛	1
9887	乔丹	2
8903	乔什	1
9836	乔传	1
9479	乔家	1
10386	乔慧敏	1
7514	乔木	1
5977	乔玲儿	1
3697	乘	3
3140	乘坐	3
3261	乘风破浪	7
457	九	102
9194	九七	1
8505	九三年	1
10642	九个	1
794	九九	13
10420	九九九	1
2763	九二	7
2468	九五	6
6779	九八	1
9195	九六	1
9145	九十九	1
10359	九十六	1
3448	九十年代	10
7382	九号	1
7013	九州	2
10957	九年	1
8489	九日	3
7793	九是	1
1109	九月	4
8490	九月九	1
3552	九月初	3
9033	九死	1
1594	九江	5
8334	九泉之下	1
1104	九点	26
7085	九点半	2
10139	九点钟	2
8198	九百九十九	1
6752	九筆	1
1485	九美	1
3159	九色鹿	1
4928	九门	1
4225	九阳	1
5621	九零	1
1852	乞巧	4
2154	也	42
10951	也好	1
8960	也许	1
3365	也门	1
9904	习近平	1
1061	乡村	4
5753	乡村音乐	2
6558	乡镇	1
2096	书	15
4595	书吧	2
9319	书场	1
338	书房	6
4302	书法	2
10019	书生	1
8441	书籍	1
7679	书能	1
9891	书里	1
7722	书香	1
249	买	32
6111	买个	1
2998	买奶	1
4916	买房	1
9866	买房子	1
5039	买手机	1
10660	买桶	1
3643	买治	1
6489	买花	1
9331	买药	1
3739	买菜	4
8578	乱	1
948	乱世佳人	1
7432	乾隆	1
103	了	553
6199	了不起	2
1844	了解	20
7367	予	1
8506	予卫诗	1
10766	争取	1
5650	争夺	1
1448	事	15
4904	事件	3
8305	事关	1
11017	事大	1
2577	事宜	4
9524	事实	2
5550	事情	4
8714	事播	1
2890	事故	2
3981	事项	4
1876	二	25
9210	二七	1
9202	二人	2
5620	二公	1
755	二十	10
9438	二十七	1
7803	二十三	1
2886	二十九	4
8640	二十二	2
8030	二十五	1
10341	二十八分	1
7970	二十六	3
2338	二十分	4
3792	二十分钟	2
3541	二十度	2
6971	二十点	1
2501	二叔	2
2887	二台	3
5201	二号	2
8852	二号楼	1
6081	二堂	1
10780	二套	1
6751	二战	1
9677	二战时期	1
6631	二挡	1
4566	二是	1
6018	二月	4
3065	二楼	7
10683	二毛	1
4512	二泉映月	3
3860	二点	6
3223	二点五	3
4876	二点六	2
842	二等	5
1395	二胡	9
4513	二胡曲	2
10629	二虎	1
10873	二零	1
10924	二零一	1
8765	二零一零年	2
10552	二零场	1
1529	于	16
9326	于勒	1
8777	于波	1
7923	于芳	1
5166	于震	1
5380	云	3
2632	云南	17
4614	云台	1
6666	云朵	1
2580	云梦	1
4288	云泣	1
10855	云浮	1
7252	云烟	1
8870	云白里	1
7361	云雷	1
5152	云雾	1
9699	云龙	1
593	五	18
697	五一	10
210	五一劳动节	3
6563	五一广场	1
9381	五个	1
7844	五丰	1
8704	五九	1
8705	五八	1
4111	五分钟	3
3239	五十	4
7506	五十公里	1
5413	五十分钟	1
10474	五十块	1
2394	五十年代	2
5167	五号	2
6469	五四	1
1353	五大连池	2
829	五天	4
9414	五好	1
9317	五官端正	1
4132	五年	4
6027	五度	2
6630	五张	1
9711	五日	1
5031	五星	5
2619	五月	22
2871	五月份	2
4812	五月天	3
9662	五条	1
7898	五格	1
5973	五河	2
551	五点	30
2974	五点四	2
6267	五点钟	2
7954	五等	1
4467	五给	1
10856	五菱	1
4997	五道口	1
10107	五零	1
7614	五音	1
7444	井冈山	1
10070	亚丽	1
9768	亚当斯	1
8995	亚洲	1
2902	亚洲杯	2
6725	亚瑟	1
9889	亚运	1
4425	亚运会	2
425	些	10
10991	亡灵	1
5393	亡羊补牢	1
1125	交	5
3325	交付	2
8183	交叉口	2
96	交响曲	2
4596	交广	2
5615	交广有	1
1944	交广线	1
4461	交换	2
8555	交接	1
5212	交警	1
9648	交谈	1
86	交通	74
1022	交通广播	38
1825	交通网	1
5516	交通银行	1
6887	亦	1
10639	产	1
10266	产后	1
8361	产生	1
5771	享乐	1
1436	享受	3
8738	享版	1
9429	京	2
144	京东	1
3980	京剧	2
7997	京剧院	1
8672	京报	1
9871	京郊	1
6329	京都	3
1375	亮度	9
8496	亮相	1
6508	亲	2
5713	亲亲	1
9722	亲友	2
2638	亲善大使	1
2924	亲子	1
11106	亲子活动	1
9296	亲子装	1
7255	亲密	1
7699	亲情	2
8311	亲手	1
10101	亲朋好友	1
483	亲爱	8
3593	亳州	1
1235	人	43
9247	人与自然	1
4721	人世间	1
6148	人们	1
449	人体	8
7913	人修	1
7174	人参	1
8939	人口	1
7479	人员	1
8476	人女	1
10181	人家	1
2872	人少	1
5884	人帮	2
7043	人才	1
4309	人文	6
2584	人日节	2
7161	人机	1
11055	人来	1
10134	人格	1
326	人民	171
6451	人民大会堂	1
6571	人民政府	1
10997	人民解放军	1
1396	人气	14
4190	人潮	2
8386	人物	3
10535	人物周刊	1
2316	人生	10
6656	人生哲理	1
10234	人生意义	1
5328	人生路	1
5530	人范	1
10760	人要	1
5526	人里	1
5843	人间	4
10279	亿创	1
4027	什	1
257	什么	363
7303	什么样	2
4575	什刹海	1
9227	什节	2
10637	仇人	1
8910	今何在	1
2333	今儿	6
10736	今后	1
10184	今夏	1
6146	今夜	3
68	今天	375
2741	今天上午	14
661	今天下午	54
795	今天天气	6
4129	今宵	3
262	今年	185
8056	今年冬天	1
334	今日	14
5852	今日说法	3
8474	今早	3
10489	今明	1
5065	今明两天	2
986	今晚	22
10185	今演	1
1320	介绍	22
2224	介绍所	1
8830	仍	3
8612	仍然	1
9	从	105
7050	从乐视	1
3799	从化	1
6250	从华山	1
4747	从威	1
5187	从家	3
6228	从岳阳	1
10579	从来	1
9100	从来不	1
10123	从此	1
2327	从零开始	1
7214	仔细	2
845	他	44
891	他们	5
4289	他俩	1
3111	付	2
9717	付给	1
3534	仙	5
4684	仙侠	10
9549	仙前	1
6165	仙剑	3
4594	仙剑三	3
6917	仙境	1
7246	仙玩	2
4010	仙踪	1
9068	代表	1
634	令	14
4462	令人	3
4158	令唱	1
8387	以	4
8418	以上	1
8467	以为	2
2611	以前	4
10009	以及	1
1047	以后	20
9069	以孙府	1
9183	以彩铃	1
5318	以往	1
3216	以父之名	1
10365	以貌取人	1
10135	仨	1
9723	仪式	1
5602	仪征	1
2639	们	4
4235	仲夏	5
2120	仵作	2
9537	件	1
10800	价值	1
637	价格	14
9596	任何	1
10604	任务	1
4857	任同祥	1
6498	任意	2
5631	任敏	1
1795	任素	3
4209	任贤齐	3
8477	企业家	1
2217	伊斯坦堡	1
3434	伊朗	1
9892	伊索	1
8608	伊能静	2
5805	伊迪丝	1
5963	伍	2
4393	伏妖	2
9570	伏魔篇	1
6543	休假日	1
2034	休息	7
7566	休息日	1
4780	休闲	2
3816	众	1
10667	众多	1
4892	优惠券	2
9592	优漫	1
9850	优漫星	1
2949	伙伴	1
398	会	282
738	会下	17
5287	会下特	1
10094	会为	1
580	会儿	12
4155	会出	1
10183	会到	1
11070	会否	1
10099	会员卡	1
5970	会场	2
4013	会多	1
1470	会大	1
10734	会想	1
10291	会教	1
929	会晴	1
2678	会议	9
2220	会谈	2
2382	伞	2
5906	伟业	2
4788	伟大	4
3929	传	18
9203	传出	2
1692	传奇	33
9251	传媒	2
450	传感器	22
5676	传播	1
3160	传灯	4
3939	传给	1
4632	传统节日	18
9584	传续播	1
7511	传记片	1
1940	传记类	2
10370	传说	1
10627	传闻中	1
3182	伤	1
8987	伤后	1
6397	伤感	3
679	伦敦	8
6745	伦理	3
470	伪装者	1
5323	伯明翰	3
5057	伯父	1
4410	估计	2
3878	伴	3
4563	伴奏	1
9297	似	1
8629	但	10
5334	但愿人长久	1
3161	但是	5
5605	但茹	1
9263	位	1
2496	位置	3
117	低	16
445	低于	1
7349	低放	3
7469	低档	1
5667	低温	1
7037	低点	2
5507	低调	5
7706	低风	1
6983	体内	1
9185	体坛	3
3157	体感	3
6587	体操	2
2078	体操比赛	6
3508	体检	1
8512	体现	1
8513	体系	1
591	体育	23
6362	体育台	3
9481	体育新闻	1
8010	体育比赛	1
8024	体育类	1
9168	体育赛事	4
3974	体育频道	1
2189	体育馆	2
10540	体贴	1
7918	体面	2
3618	何以	2
6998	何塞	1
9940	何姿	1
4257	何州	1
8868	何帅	1
10425	何庆魁	1
6594	何必	1
4691	何文彪	1
5596	何日	1
9376	何江涛	1
6837	何润东	1
4522	何炅	3
2687	何雯娜	1
9153	何音	1
2431	佘诗曼	2
9577	余	1
4202	余年	4
9282	余文婷	1
6500	余欢	1
7280	余泳欣	1
5147	余生	2
9564	余电	1
5980	余票	3
8779	余秋雨	2
9321	余额	1
10984	佛冈	1
2371	佛山	12
7585	佛教	1
15	佛里	1
7096	作	2
2859	作业	6
2640	作为	2
5950	作品	3
8008	作家	2
8312	作弊	1
1081	作战	3
9349	作文	1
2395	作曲	1
9461	作者	3
10115	作风	1
6012	佟	5
4358	佟丽娅	4
77	你	640
8259	你们	5
2252	你好	15
3132	你定	1
3837	你家	1
4366	你播	1
